25.66542949583129,-34.000626518990515
25.666705012190505,-34.000395028606135
25.667649149763747,-34.00025271541749
25.668915152418776,-34.000021455977425
25.669752000976586,-33.999825774420984
25.670030950714135,-33.99884735987719
25.670352815795922,-33.99705060618207
25.67069613854983,-33.99575193837045
25.671339868713403,-33.994613363686184
25.672262548614526,-33.99375942286331
25.673271059204126,-33.99288768288963
25.673571466613793,-33.99258524035374
25.67213380258181,-33.99164232436127
25.670717596221948,-33.99064602443067
25.669494508911157,-33.98973866962263
25.668528913665795,-33.98909817820226
25.667670607435866,-33.98843989018359
25.665932535994216,-33.98723005025706
25.664924025404616,-33.98817301520983
25.664022803175612,-33.98904480368802
25.663207411635085,-33.989952165870974
25.663035750258132,-33.990984056051175
25.662971377241774,-33.9919625612226
25.66258513914363,-33.992549658825105
25.66211307035701,-33.99320791498954
25.66237056242244,-33.99352814588251
25.662949919569655,-33.99399069948604
25.66361510740535,-33.99470231549738
25.663894057142897,-33.99539613523408
25.664151549208327,-33.99646353935856
25.664194464552565,-33.99676596836044
25.66561067091243,-33.996570279304855
25.667198538649245,-33.99635679982105
25.668249964583083,-33.99619668985616
25.669194102156325,-33.996000999217834
25.6698807470093,-33.995662987522465
25.67046010415652,-33.995609617131834
25.67065322320559,-33.99612552950345
25.670374273468042,-33.99731745300227
25.670331358123803,-33.99822472711561
25.670073866058374,-33.99913199126788
25.66966617028811,-33.99993250987129
25.66917264382937,-34.0000570343938
25.66865765969851,-34.00016376955352
25.668078302551293,-34.00027050457911
25.667456030714675,-34.00035945033132
25.666533350813552,-34.000519552450605
25.6658037899615,-34.00062628702915
